Dataset,TotalLogicalSize_Bytes,GitObjectsSize_Bytes,GitMetadataSize_Bytes,TotalPhysicalSize_Bytes,OCR,ERR,CommitTime_Seconds,RepackTime_Seconds,TotalTime_Seconds
linux-repack,205211416948,6016971130,8750471,6025721601,34.1054,34.0559,3891.339447903,.033385051,3891.372832954
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3785.080495020,.000522024,3785.081017044
automake-repack,436715292,60551469,179576,60731045,7.2122,7.1909,38.670955483,.000531068,38.671486551
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,12.812530478,.000533580,12.813064058
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1175.294208594,.002897968,1175.297106562
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,61.053449116,.000531064,61.053980180
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,76.970843905,.000536131,76.971380036
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,233.977425808,.000549090,233.977974898
cross_gcc-repack,20273637999,411930386,206232,412136618,49.2161,49.1915,365.563754414,.000575821,365.564330235
