Dataset,TotalLogicalSize_Bytes,GitObjectsSize_Bytes,GitMetadataSize_Bytes,TotalPhysicalSize_Bytes,OCR,ERR,CommitTime_Seconds,RepackTime_Seconds,TotalTime_Seconds
automake-repack,436715292,60551469,179600,60731069,7.2122,7.1909,34.463461114,.000518632,34.463979746
coreutils-repack,240412678,18938392,234732,19173124,12.6944,12.5390,13.133489674,.000567866,13.134057540
gcc-repack,40468435629,2100648244,13144585,2113792829,19.2647,19.1449,1079.754630896,.001446604,1079.756077500
react-repack,2886518499,85623171,1084244,86707415,33.7118,33.2903,58.163889144,.000526774,58.164415918
netty-repack,2332724103,48616204,428313,49044517,47.9824,47.5634,65.586973367,.000456448,65.587429815
Cpython-repack,10093334224,501494388,604849,502099237,20.1265,20.1022,211.637059018,.000557170,211.637616188
linux-repack,205211416948,6016971130,8750495,6025721625,34.1054,34.0559,3367.887044349,.000515463,3367.887559812
WEB-repack,299875782605,1441253968,6373082,1447627050,208.0658,207.1498,3405.314752868,.000543925,3405.315296793
