Dataset,TotalLogicalSize_Bytes,GitObjectsSize_Bytes,GitMetadataSize_Bytes,TotalPhysicalSize_Bytes,OCR,ERR,CommitTime_Seconds,RepackTime_Seconds,TotalTime_Seconds
linux-repack,205211416948,6016971130,8750471,6025721601,34.1054,34.0559,3430.926200767,.000494044,3430.926694811
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3544.703525481,.000537998,3544.704063479
