Dataset,TotalLogicalSize_Bytes,GitObjectsSize_Bytes,GitMetadataSize_Bytes,TotalPhysicalSize_Bytes,OCR,ERR,CommitTime_Seconds,RepackTime_Seconds,TotalTime_Seconds
automake-default,436715292,44708968,167335,44876303,9.7679,9.7315,37.327135638,0,37.327135638
coreutils-default,240412678,18744706,234636,18979342,12.8256,12.6670,14.133913790,0,14.133913790
gcc-default,40468435629,979498229,13116903,992615132,41.3154,40.7695,1197.621802542,0,1197.621802542
react-default,2886518499,69460526,1071979,70532505,41.5562,40.9246,61.954477949,0,61.954477949
netty-default,2332724103,33368294,416048,33784342,69.9084,69.0474,69.324174152,0,69.324174152
Cpython-default,10093334224,310061724,592584,310654308,32.5526,32.4905,250.563727257,0,250.563727257
linux-default,205211416948,1016488076,8686399,1025174475,201.8827,200.1721,3712.138109198,0,3712.138109198
WEB-default,299875782605,847064029,6348991,853413020,354.0178,351.3841,3842.211579232,0,3842.211579232
